customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1904,Male,0,Yes,No,26,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,112.22551376656321,8362.375586451722,No
CUST1905,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),111.98454900179762,5586.149002548459,No
CUST1906,Male,0,Yes,No,42,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),77.90403246024732,5225.459555262609,No
CUST1907,Male,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,73.80403228734443,7231.495645711617,Yes
CUST1908,Female,1,Yes,No,28,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),71.90010672086622,1363.3250204990304,No
CUST1909,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,65.41488910313277,3084.180090584257,No
CUST1910,Female,0,No,No,48,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),34.43657693575386,1824.1759406868523,No
CUST1911,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,106.3673017720617,3348.582978102083,No
CUST1912,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.42682350227152,505.88979205056825,Yes
CUST1913,Female,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),92.90282439924529,3575.398016765629,No
CUST1914,Female,0,No,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.58584029524114,1300.7178942090059,No
CUST1915,Female,0,No,Yes,55,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),65.13183092126764,5398.115906986289,Yes
CUST1916,Female,0,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),118.30364545725638,4181.3863922979,No
CUST1917,Female,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),62.55118049905972,5803.908539724399,Yes
CUST1918,Male,0,No,No,54,No,Yes,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,44.64611651512729,3845.6077796022387,Yes
CUST1919,Male,0,Yes,Yes,8,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),51.77332760061036,5445.65598322663,Yes
CUST1920,Male,1,No,No,67,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),90.12643895508259,883.7007126164427,No
CUST1921,Male,0,No,Yes,72,No,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.5130675573992,1448.4649449756164,No
CUST1922,Female,0,No,No,15,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.44741135445595,8401.88950589791,No
CUST1923,Male,0,No,No,15,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,89.6800128560307,7299.897781656463,No
CUST1924,Female,0,Yes,Yes,12,Yes,No phone service,No,No,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),109.19061343287476,4862.716607041123,No
CUST1925,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),64.45493547162914,8673.570235879264,No
CUST1926,Male,0,No,No,62,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,67.45894177401223,330.1517914191619,No
CUST1927,Male,1,Yes,No,40,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),25.179833302575705,8492.826729898943,No
CUST1928,Female,0,No,Yes,52,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),35.8909002560642,537.9591625805841,No
CUST1929,Male,0,Yes,No,67,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.625157188955654,5586.233366607579,No
CUST1930,Female,0,Yes,No,8,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),111.9289236737483,5074.952907544587,Yes
CUST1931,Female,0,No,No,50,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),82.66050408014921,7604.476971068259,Yes
CUST1932,Male,0,No,No,47,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),108.92233530266472,5079.416331654489,Yes
CUST1933,Male,0,No,No,48,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),49.629309290828616,1932.3442097029379,No
CUST1934,Male,0,No,No,17,No,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,51.389537265995536,1885.027944465361,No
CUST1935,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,68.36775874499594,6378.610223766368,No
CUST1936,Male,1,Yes,Yes,53,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,84.54239877573397,7248.474376035216,No
CUST1937,Female,1,No,No,14,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,33.03379704535516,4231.313633051537,Yes
CUST1938,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.647924496668665,7007.382988616536,No
CUST1939,Male,0,No,No,39,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,98.92519017464724,1374.0813058101787,No
CUST1940,Male,0,Yes,No,46,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),104.93589768903514,4628.252521512173,No
CUST1941,Female,0,No,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),18.942840823123095,4160.459180352329,No
CUST1942,Female,0,No,Yes,21,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.568442915229,7205.454107946446,Yes
CUST1943,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,54.27122667505372,7983.746715933654,No
CUST1944,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),52.75182854511727,1000.5965829809818,No
CUST1945,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,74.25334466257054,5068.1265149169585,No
CUST1946,Male,0,Yes,No,64,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,94.10344162678842,3624.105747198898,Yes
CUST1947,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),111.51416792223286,4151.983144069774,No
CUST1948,Female,0,No,No,60,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),19.307135486186983,7247.551021805672,No
CUST1949,Male,0,No,No,54,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),45.01562621099298,5832.527034822394,No
CUST1950,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,57.20420914479348,4421.377668854209,No
CUST1951,Male,0,No,No,22,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,One year,No,Mailed check,26.11906541528707,4886.981158590817,No
CUST1952,Male,1,Yes,No,10,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,21.818347523003034,7423.646074284861,No
CUST1953,Female,0,No,No,46,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,118.09946844549458,7273.157295301084,No
CUST1954,Male,0,Yes,Yes,1,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.15639413507095,2984.5703685963126,Yes
CUST1955,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),45.22715578448549,1000.8133833591788,No
CUST1956,Female,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,56.00073480317207,1376.387157659584,No
CUST1957,Male,0,Yes,No,10,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,One year,Yes,Electronic check,89.31978896019207,2813.078371777372,No
CUST1958,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.84305804733254,8385.161908636483,No
CUST1959,Male,1,Yes,No,72,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,60.95331614367962,8096.796456374541,Yes
CUST1960,Female,0,No,No,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),105.01862859139,7829.1934144733195,No
CUST1961,Male,1,No,Yes,35,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),45.5130161828275,4903.925702453407,No
CUST1962,Female,1,Yes,No,22,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,35.61203408540156,4333.611434354881,No
CUST1963,Female,1,No,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.18917063123718,2175.5197685491326,Yes
CUST1964,Male,0,Yes,No,13,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),113.72748231621539,5899.038155269348,Yes
CUST1965,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),106.71761324525446,7651.978259980585,No
CUST1966,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),110.94479418708957,7304.310850768408,No
CUST1967,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,59.220443385888174,6610.404169771916,Yes
CUST1968,Male,0,No,No,48,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.31833762107954,2133.4662993715506,No
CUST1969,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,80.62399803557736,5009.983756129223,Yes
CUST1970,Male,0,Yes,No,71,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.14815669520974,1968.014478169903,No
CUST1971,Male,0,No,No,43,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),86.7695990282534,6984.764654651073,No
CUST1972,Male,0,Yes,No,43,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.77334973623053,8011.217033905547,No
CUST1973,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),112.46393465407766,8146.143722518039,No
CUST1974,Female,0,Yes,No,41,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),72.93360623421499,7992.122621944449,No
CUST1975,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),117.84681020889663,2487.959667023968,No
CUST1976,Male,0,No,Yes,72,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,115.67858882963802,1836.9761502203996,No
CUST1977,Male,0,No,Yes,0,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),58.60289647446355,733.3141846015741,No
CUST1978,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),21.71229704912481,6511.5805746825,No
CUST1979,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,99.41247055022612,8356.245048284312,No
CUST1980,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),103.93562874809894,1049.4426819635448,Yes
CUST1981,Female,0,Yes,Yes,17,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.82212104748868,4158.12931600006,No
CUST1982,Female,0,Yes,Yes,37,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,91.88260147151229,2384.9178631518785,No
CUST1983,Male,1,No,Yes,66,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),66.19637034254107,6340.26838804233,No
CUST1984,Female,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),81.85133821168905,7510.616134457263,No
CUST1985,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),69.72254779042896,3058.9239058424027,Yes
CUST1986,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),66.47503682483878,5948.115977607909,Yes
CUST1987,Female,0,No,No,16,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,100.68122331415394,3471.5270576113526,Yes
CUST1988,Male,0,No,No,29,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),36.28665134518759,8239.734876800803,No
CUST1989,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),60.921128053409916,37.432079505809995,Yes
CUST1990,Female,0,Yes,Yes,47,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),86.0118627267479,6677.73441183539,No
CUST1991,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,117.30338972793172,392.9855849469757,No
CUST1992,Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,75.70798141876796,6300.967065647873,No
CUST1993,Male,0,Yes,Yes,52,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,73.54485225986099,8251.157034612512,No
CUST1994,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.30626163668633,7689.808253937013,No
CUST1995,Male,1,No,Yes,33,No,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.465052264831865,1048.5967139657973,Yes
CUST1996,Female,0,Yes,Yes,71,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.66293559006178,648.5539047674589,Yes
CUST1997,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,115.11770358542587,7983.437728715809,No
CUST1998,Male,0,No,No,12,Yes,No,No,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,90.86152621407976,2397.5029453318,No
CUST1999,Male,0,No,No,55,No,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,50.367493992347136,1544.0953954871295,No
CUST2000,Male,0,Yes,No,58,No,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.27181177373934,2040.504881801229,No
CUST2001,Female,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,68.8935617814171,4662.245091605735,No
CUST2002,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),85.24376516944216,608.0669608239666,Yes
CUST2003,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,118.49943985391866,247.61982016277707,Yes
CUST2004,Female,0,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.52730740547887,5100.375250968682,No
CUST2005,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,20.18490743719051,3802.325664290013,No
CUST2006,Female,1,Yes,No,0,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.735401574721976,7811.22183311612,No
CUST2007,Male,0,Yes,No,27,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,60.80343942681791,4859.538182408649,No
CUST2008,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),25.26137882112777,5059.030462954172,No
CUST2009,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.75573865160287,7982.61444119038,Yes
CUST2010,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),63.66806345071462,840.1792196200574,No
CUST2011,Male,1,No,No,51,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Mailed check,106.40270656620162,3990.822947504632,No
CUST2012,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.25624912558439,3506.8802706726638,No
CUST2013,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,59.23726600972158,6787.822267758297,No
CUST2014,Female,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),41.97676367014925,3658.680163750754,No
CUST2015,Female,0,No,Yes,29,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),98.61822556544473,4211.687759626963,No
CUST2016,Male,0,Yes,No,65,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,97.76448518221683,4104.185652779036,Yes
CUST2017,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,113.19953062773115,6879.080315886476,No
CUST2018,Male,0,No,No,17,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,101.84122878310559,5847.857281271968,Yes
CUST2019,Female,1,Yes,No,27,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.31075635009442,3717.4760701583573,Yes
CUST2020,Male,0,No,No,3,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,41.97723469017146,638.8086532108241,Yes
CUST2021,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),86.94449661402248,7247.317157249167,No
CUST2022,Female,0,No,Yes,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,22.459327975966367,8623.640418962965,No
CUST2023,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,20.4771193147511,6463.052104751603,No
CUST2024,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,48.79493636468102,3769.2008919568652,No
CUST2025,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),105.606684119469,3429.512015139961,Yes
CUST2026,Male,0,No,No,67,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,45.931218782167896,5198.409215118298,No
CUST2027,Female,0,No,No,49,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,111.61375029658781,1870.777922002393,No
CUST2028,Female,1,No,No,59,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.4115704579026,1376.0063380551562,No
CUST2029,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,23.014066509630883,994.1098336672843,No
CUST2030,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),77.9402021164349,8416.051118688982,No
CUST2031,Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,100.39669839276038,5737.855621387357,Yes
CUST2032,Male,1,No,Yes,24,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.54137773116389,4832.778637749951,No
CUST2033,Female,0,No,Yes,30,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,69.03029155639084,7668.287751939503,No
CUST2034,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),62.36375892616595,2869.0396137636476,No
CUST2035,Female,0,Yes,No,63,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),90.20527391464056,4437.146059880216,No
CUST2036,Female,1,Yes,Yes,60,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),115.2985954700631,1238.6403047105002,No
CUST2037,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),49.82362098363599,5272.982020099118,No
CUST2038,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,52.69909538361169,7803.776499191602,No
CUST2039,Male,0,Yes,No,60,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,24.972966880195695,6490.927227568138,No
CUST2040,Male,0,No,No,9,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),34.855543369164934,4984.482860643696,Yes
CUST2041,Male,0,Yes,No,11,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,71.11953593082706,4529.500775211581,No
CUST2042,Male,0,Yes,No,21,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,49.949692024510455,5234.061827167151,No
CUST2043,Male,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),100.6324045839529,5467.189263170823,No
CUST2044,Female,1,No,No,20,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.7768995084714,5327.170327115394,Yes
CUST2045,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.74644615531241,4065.1250094496454,Yes
CUST2046,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,62.63975401578923,5442.494684082851,No
CUST2047,Male,0,No,Yes,26,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),28.26036511218792,4532.804884030143,No
CUST2048,Male,0,Yes,Yes,59,Yes,No phone service,No,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),74.76684395384618,3677.925869002539,Yes
CUST2049,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,44.2979423466397,4541.376123357133,No
CUST2050,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),70.74334827057082,7127.477994464343,No
CUST2051,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),29.463156546268895,7882.063857989383,No
CUST2052,Female,1,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),96.56033069881103,5553.068964224848,No
CUST2053,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,58.38848309232028,7486.629552870377,No
CUST2054,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.09923838720535,57.345502799707035,No
CUST2055,Male,0,No,Yes,56,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,67.73619335378291,8170.262340747768,No
CUST2056,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,65.16003720008025,88.5053096678428,No
CUST2057,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.629342534647144,8121.695757233705,Yes
CUST2058,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),66.77106827364187,1575.8624718443764,No
